...1,farmID,farm,lon,lat,zone,biomass,Dw.in,Ds.in,Dw.out,Ds.out,Dw.self,Ds.self,Dw.f.in,Ds.f.in,Dw.f.out,Ds.f.out,avtemp,all_x,all_y,all_xy,all_xz,all_yz,all_xyz,r10xz_r90yz,r25xz_r75yz,r50xz_r50yz,r75xz_r25yz,r90xz_r10yz,r10z_r90xyz,r25z_r75xyz,r50z_r50xyz,r75z_r25xyz,r90z_r10xyz,r50z_r50xz,r50xz_r50xyz,leastDwin10_z_mostDwin90_xyz,leastDwin25_z_mostDwin75_xyz,leastDwin50_z_mostDwin50_xyz,leastDwin75_z_mostDwin25_xyz,leastDwin90_z_mostDwin10_xyz,leastDwin95_z_mostDwin5_xyz,leastDwin95_xyz_mostDwin5_z,leastDwout10_xyz_mostDwout90_z,leastDwout25_xyz_mostDwout75_z,leastDwout50_xyz_mostDwout50_z,leastDwout75_xyz_mostDwout25_z,leastDwout90_xyz_mostDwout10_z,leastDwout95_xyz_mostDwout5_z,all_z
472,30997,30997,11.162,64.802,7,5460,0.051527778,0.020150187,0.050972222,0.018442622,0.012986111,0.005464481,62,21,10,9,8.270291838,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
473,31038,31038,5.215,60.22,3,4680,0.248958333,0.105874098,0.042361111,0.027265131,0.019513889,0.008367486,86,65,46,50,9.75445986,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z
474,31117,31117,5.713,60.156,3,3120,0.057013889,0.038820404,0.090972222,0.041381946,0.005208333,0.003813752,38,41,57,44,10.66030784,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
475,31157,31157,5.125,60.177,3,1560,0.178888889,0.057433601,0.055625,0.031249738,0.015347222,0.007399818,91,70,54,45,9.893563219,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z
476,31338,31338,8.228,63.27,6,6240,0.002847222,0.004952075,0.036875,0.01821465,0,0.002276867,25,17,61,50,9.481055148,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,z,xyz,xyz,z,z,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
477,31357,31357,11.189,64.751,7,4680,0.030069444,0.015937938,0.043888889,0.015027279,0.001388889,0.004952186,78,23,13,11,8.203911754,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
478,31437,31437,8.168,63.447,6,3120,0.003611111,0.00603337,0.037777778,0.019068541,6.94E-05,0.000796903,35,28,73,55,9.746275067,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,xyz,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
479,31477,31477,6.287,59.318,2,100,0.069930556,0.079121086,0.122708333,0.086577434,0.020625,0.024988616,21,8,59,44,9.869309465,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
480,31497,31497,4.917,60.67,4,3620,0.017291667,0.021857837,0.030763889,0.024533066,0.002708333,0.007627505,41,25,49,39,10.02987037,x,y,xy,xz,yz,xyz,xz,xz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
481,31517,31517,8.883,63.762,6,2860,0.028958333,0.03944635,0.035069444,0.038137323,0.001805556,0.007969035,42,55,61,49,8.701981794,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
482,31557,31557,8.462,63.817,6,6240,0.013541667,0.010643567,0.033819444,0.02174375,0.000416667,0.000455373,67,72,66,55,9.177233801,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
483,31577,31577,6.101,61.84,4,1560,0.009444444,0.007627504,0.035555556,0.020434883,0.005694444,0.004610656,6,3,10,9,10.01624753,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
484,31677,31677,6.67,62.796,5,3120,0.010277778,0.007000888,0.021666667,0.00449644,0,0.000512295,48,41,84,36,9.458226646,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
485,31697,31697,4.941,60.434,3,3600,0.125555556,0.048667505,0.036180556,0.014913324,0.059652778,0.038308288,105,70,41,24,9.927120322,x,y,xy,xz,yz,xyz,xz,xz,xz,yz,xz,xyz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,z
486,31717,31717,6.429,62.531,5,1560,0.001458333,0.001366055,0.015,0.007001192,0.021180556,0.015824226,6,6,27,20,9.465980036,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
487,31877,31877,11.233,64.621,7,2860,0.197083333,0.056010865,0.047916667,0.022825506,0.098055556,0.032388434,40,9,18,20,8.797350762,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,z,xyz,xz,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z
488,31959,31959,8.526,63.782,6,5460,0.040833333,0.02994017,0.032777778,0.02356516,0.003958333,0.003870674,68,59,53,47,9.118631168,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
489,32017,32017,11.462,64.72,7,3900,0.002638889,0.003244449,0.025486111,0.009164237,0.000277778,0.003586066,19,10,19,22,8.615182398,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
490,32037,32037,12.779,66.349,8,2340,0.007083333,0.028005464,0.196736111,0.112761819,0.001875,0.006773679,7,7,6,7,8.905296247,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
491,32057,32057,10.935,64.819,7,3120,0.02375,0.01832867,0.022152778,0.010758108,0.002569444,0.005179872,67,26,26,18,8.414624562,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
492,32097,32097,8.214,63.141,6,4680,0.095972222,0.050090747,0.02875,0.026468317,0.009861111,0.009961293,53,50,24,32,9.196941378,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
493,32117,32117,5.239,59.933,3,780,0.057361111,0.028802109,0.058819444,0.03665723,0.006736111,0.017531876,87,29,75,53,10.54120313,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
494,32137,32137,5.644,60.348,3,780,0.035625,0.018044017,0.0725,0.029314509,0.014930556,0.009050546,26,20,48,34,10.25303554,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
495,32157,32157,5.231,59.929,3,780,0.051666667,0.016450254,0.066736111,0.048383119,0.004861111,0.007912113,81,20,75,50,9.869125698,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
496,32197,32197,6.557,62.644,5,3120,0.053680556,0.036998957,0.036458333,0.013091723,0.014583333,0.005464481,49,31,59,35,9.493651323,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
497,32217,32217,5.431,59.685,3,2340,0.041597222,0.011611651,0.069930556,0.026866632,0.003055556,0.001878415,74,53,102,67,8.764144872,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
498,32277,32277,7.856,63.47,6,3120,0.005347222,0.007399641,0.027291667,0.018442403,0.000694444,0.002106102,35,25,62,37,9.33279807,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
499,32297,32297,7.847,63.467,6,2340,0.004722222,0.007741042,0.029097222,0.018840702,0.001111111,0.003529144,32,26,69,39,9.479759377,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
500,32317,32317,4.66,61.298,4,1560,0.076041667,0.042292164,0.013055556,0.012408685,0.000277778,0.00068306,143,130,49,32,10.23986074,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
501,32337,32337,5.047,61.572,4,3120,0.144583333,0.067963892,0.018680556,0.014059457,0.005902778,0.005009107,88,64,22,20,9.81425739,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
502,32437,32437,8.326,63.001,6,780,0.024305556,0.006602914,0.062916667,0.027037467,0.042847222,0.014059654,13,3,29,32,8.856948398,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
503,32457,32457,5.217,59.411,3,3120,0.010625,0.00848098,0.034583333,0.008025499,0.000694444,0.003415301,69,27,84,44,9.897637914,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
504,32577,32577,5.169,60.082,3,2340,0.044166667,0.031306486,0.072361111,0.035405085,0.004375,0.005407559,65,44,66,39,10.481535,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
505,32597,32597,7.928,63.257,6,6240,0.010416667,0.005406969,0.035694444,0.013774542,0,0.000739982,66,44,70,60,9.689751848,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
506,32677,32677,8.667,63.678,6,4680,0.019097222,0.038080014,0.044305556,0.038763462,0.000833333,0.001992259,54,71,65,48,8.889157371,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
507,32717,32717,9.77,63.872,6,1560,0.007638889,0.01223805,0.043680556,0.014970158,0.0025,0.004667577,27,16,34,41,8.785553569,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
508,32757,32757,5.118,60.099,3,1560,0.195277778,0.055953306,0.04125,0.025728445,0.0475,0.017076503,135,103,47,30,9.949632539,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,yz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z
509,32857,32857,5.08,59.832,3,2340,0.045902778,0.01047315,0.023888889,0.008879474,0.018402778,0.013490437,97,47,76,37,7.908611414,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
510,32877,32877,5.294,60.173,3,3120,0.075,0.037909464,0.053888889,0.027379043,0.004930556,0.003016849,82,66,60,49,10.23845666,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
511,32897,32897,12.682,66.158,8,3120,0.005,0.020321039,0.027430556,0.038137522,0.003194444,0.021573315,3,3,6,6,8.168016722,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,z,z,xyz,z,xz,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
512,32977,32977,6.117,61.153,4,3120,0.022013889,0.008993493,0.028819444,0.014230374,0.010555556,0.004952186,15,20,23,21,10.06236874,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
513,33017,33017,6.938,62.738,5,1560,0.043611111,0.014742517,0.025069444,0.013603993,0.002569444,0.001821494,36,32,66,40,9.338522717,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
514,33077,33077,5.132,61.206,4,3120,0.138263889,0.066199691,0.113263889,0.051001734,0.040416667,0.022597905,63,34,19,13,9.262302837,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
515,33157,33157,12.071,65.831,8,3120,0.003958333,0.003870348,6.94E-05,0,0.000208333,0.000398452,44,24,1,0,8.154495946,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,z,z,z,z,xyz,xz,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
516,33177,33177,9.886,63.94,6,3120,0.031111111,0.011896106,0.039513889,0.01394559,6.94E-05,0.00136612,68,50,28,35,8.71015236,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
517,33218,33218,9.883,64.086,6,6240,0.112222222,0.030509557,0.021805556,0.009733386,0.001527778,0.001992259,100,84,34,35,9.109598791,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
518,33337,33337,5.721,60.12,3,3120,0.034444444,0.038649685,0.094652778,0.035462049,0.002986111,0.006432149,33,43,58,43,11.18993705,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
519,33357,33357,8,63.479,6,500,0.033680556,0.019694615,0.032291667,0.027208167,0.000555556,0.004952186,30,36,72,42,8.872755813,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
520,33417,33417,9.826,63.913,6,6240,0.018333333,0.011952963,0.039236111,0.014514851,6.94E-05,0.001252277,65,55,39,40,8.721233372,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,z,z,xyz,xyz,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
521,33537,33537,10.009,64.157,6,6240,0.084236111,0.019694437,0.019305556,0.012750215,0.003472222,0.001650729,101,77,34,33,8.984822935,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,xyz,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
522,33557,33557,8.741,63.822,6,3120,0.013958333,0.040926245,0.026736111,0.030111347,0.000833333,0.008936703,46,73,60,50,9.135740447,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
523,33577,33577,6.886,58.06,1,2340,0.001597222,0.000967647,0.005763889,0.001821103,0.003611111,0.003244536,5,4,39,23,10.10583454,x,y,xy,xz,yz,xyz,xz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
524,33617,33617,8.418,63.3,6,3120,0.002222222,0.003756678,0.013402778,0.009163952,0.00375,0.006261384,18,13,53,46,9.432552618,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
525,33697,33697,9.233,63.35,6,2840,0.007222222,0.026810108,0.053125,0.048497028,0.001319444,0.007399818,12,4,25,26,9.700246428,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
526,33797,33797,5.839,59.067,2,2340,0.035972222,0.009619655,0.061041667,0.024248436,0.002916667,0.000626138,51,25,67,42,10.69276146,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,z,z,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
527,33837,33837,12.089,65.065,7,600,0.047916667,0.010985883,0.030416667,0.023793238,0.025277778,0.019182605,37,6,6,6,9.555555555,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,z,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
528,33957,33957,8.913,63.722,6,4680,0.034583333,0.016962116,0.036597222,0.037454112,0.001944444,0.000967668,59,65,57,49,9.246603595,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
529,34017,34017,8.845,63.669,6,2340,0.087708333,0.080999018,0.041319444,0.035917338,0.004375,0.006545993,79,92,57,47,9.258775794,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
530,34117,34117,5.564,60.172,3,3120,0.056805556,0.037568241,0.100069444,0.065801195,0.003333333,0.003472222,37,37,59,48,10.11773282,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,xyz,xyz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
531,34257,34257,11.724,65.079,7,3120,0.034652778,0.017930284,0.0375,0.017816441,0.020694444,0.006830601,27,14,7,14,8.932871344,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
532,34397,34397,4.965,60.861,4,3120,0.079027778,0.024703766,0.049513889,0.011839576,0.019444444,0.007399818,46,40,36,23,9.531008013,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
533,34597,34597,8.909,63.767,6,2340,0.068958333,0.030338812,0.03125,0.031363427,0.010694444,0.002789162,61,67,65,54,9.087990029,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
534,34857,34857,8.589,63.905,6,6240,0.001319444,0.00147968,0.022152778,0.015482347,0,0,17,19,69,55,9.347108188,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
535,34897,34897,10.28,64.223,6,2340,0.013888889,0.006545775,0.035694444,0.019524025,0.000833333,0.001536885,51,24,26,17,8.921997687,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
536,34917,34917,12.815,65.249,7,3120,0.008680556,0.052538707,0.194722222,0.109118853,0.000972222,0.00950592,7,7,6,6,9.230889648,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
537,35197,35197,11.135,64.985,7,4680,0.010138889,0.007855082,0.025069444,0.017588732,0.006041667,0.003358379,24,14,21,12,8.756514957,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
