...1,farmID,farm,lon,lat,zone,biomass,Dw.in,Ds.in,Dw.out,Ds.out,Dw.self,Ds.self,Dw.f.in,Ds.f.in,Dw.f.out,Ds.f.out,avtemp,all_x,all_y,all_xy,all_xz,all_yz,all_xyz,r10xz_r90yz,r25xz_r75yz,r50xz_r50yz,r75xz_r25yz,r90xz_r10yz,r10z_r90xyz,r25z_r75xyz,r50z_r50xyz,r75z_r25xyz,r90z_r10xyz,r50z_r50xz,r50xz_r50xyz,leastDwin10_z_mostDwin90_xyz,leastDwin25_z_mostDwin75_xyz,leastDwin50_z_mostDwin50_xyz,leastDwin75_z_mostDwin25_xyz,leastDwin90_z_mostDwin10_xyz,leastDwin95_z_mostDwin5_xyz,leastDwin95_xyz_mostDwin5_z,leastDwout10_xyz_mostDwout90_z,leastDwout25_xyz_mostDwout75_z,leastDwout50_xyz_mostDwout50_z,leastDwout75_xyz_mostDwout25_z,leastDwout90_xyz_mostDwout10_z,leastDwout95_xyz_mostDwout5_z,all_z
228,12879,12879,7.716,63.03,6,5460,0.049583333,0.01639342,0.112291667,0.042178612,0.029166667,0.008082878,17,17,58,44,9.304344445,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
229,12884,12884,7.878,62.737,5,1560,0.013541667,0.001536884,0.009375,0.005919724,0.012569444,0.009676685,10,5,21,16,9.627371611,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,xyz,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
230,12885,12885,7.906,63.076,6,3120,0.029930556,0.019580989,0.052638889,0.030281981,0.001111111,0.003699909,23,26,76,49,9.612420704,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
231,12890,12890,8.049,62.956,6,2340,0.088055556,0.03882056,0.062777778,0.039503468,0.019652778,0.008367486,18,9,35,34,9.934391408,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
232,12892,12892,8.111,62.907,6,2340,0.051388889,0.035120652,0.062638889,0.046333982,0.006875,0.008424408,16,7,43,35,9.644346126,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
233,12895,12895,8.144,63.078,6,4680,0.02125,0.015084155,0.083680556,0.036714133,0.006111111,0.006261384,17,18,29,31,9.081163758,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,xyz,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
234,12896,12896,8.15,62.884,6,1755,0.073055556,0.06358149,0.063333333,0.042748002,0.008611111,0.012693534,16,7,40,33,10.13531334,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,xyz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
235,12897,12897,8.158,62.863,6,1755,0.064027778,0.024533242,0.061597222,0.056352306,0.010069444,0.040642077,15,6,36,27,10.1451439,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
236,12904,12904,8.278,62.784,6,1755,0.087361111,0.029485428,0.052083333,0.026297661,0.022708333,0.021687158,16,6,26,24,10.16778454,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
237,12917,12917,8.522,62.666,6,325,0.000416667,0,0.058888889,0.01405948,0.002291667,0.029371585,2,0,25,16,9.683147944,x,y,xy,xz,yz,xyz,xz,yz,yz,yz,xz,xyz,xyz,z,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
238,12919,12919,7.371,62.968,6,325,0.012083333,0.008537903,0.057083333,0.018100656,0.004444444,0.001423042,27,30,67,46,9.397660568,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
239,12966,12966,5.979,59.475,2,3120,0.091388889,0.047529314,0.105347222,0.041609571,0.017291667,0.012978142,42,34,46,32,10.42920018,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
240,12973,12973,6.183,60.318,3,3120,0.059930556,0.026980744,0.109861111,0.039902071,0.007986111,0.016108834,43,41,48,32,10.20508935,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
241,12978,12978,5.005,61.015,4,3500,0.066527778,0.03813737,0.057013889,0.026013098,0.013125,0.012978142,45,33,44,27,10.21201054,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
242,12980,12980,5.005,61.176,4,3600,0.017013889,0.006716607,0.054236111,0.035177554,0.053333333,0.015994991,59,16,23,18,10.00004469,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
243,12982,12982,4.769,61.31,4,2340,0.086875,0.039673508,0.038333333,0.017702402,0.027847222,0.011384335,145,135,32,32,10.15715303,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
244,12988,12988,6.926,62.783,5,5460,0.015277778,0.012636438,0.027569444,0.008822595,0.001041667,0.002561475,35,31,61,32,9.32402886,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,xyz,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
245,12993,12993,8.856,63.733,6,3120,0.062083333,0.04741545,0.041458333,0.044512422,0.002430556,0.011384335,64,59,66,49,8.983428265,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,xz,xyz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
246,13000,13000,12.547,65.524,8,4680,0.023055556,0.017076503,0.003055556,0.001593763,0.005416667,0.006147541,4,4,6,6,8.280171117,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
247,13020,13020,5.683,60.358,3,2340,0.020416667,0.015254877,0.081805556,0.025899207,0.020763889,0.027834699,25,19,52,32,10.78703467,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
248,13021,13021,7.328,62.983,6,780,0.013194444,0.016620911,0.051041667,0.012750061,0.004583333,0.003529144,25,23,67,41,9.317762203,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
249,13032,13032,5.134,59.61,3,3120,0.060833333,0.025614226,0.048611111,0.022711442,0.001805556,0.003472222,118,83,63,41,9.937535204,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
250,13035,13035,5.268,60.089,3,2340,0.082430556,0.019352761,0.077986111,0.038365055,0.001111111,0.000853825,83,65,69,51,10.42653712,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
251,13036,13036,5.306,60.072,3,2340,0.079583333,0.047187848,0.072916667,0.036315745,0.001458333,0.002276867,85,57,70,57,10.48753047,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,z,xyz,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
252,13055,13055,5.713,59.298,2,4680,0.121527778,0.030680694,0.079513889,0.024020446,0.014861111,0.002504554,56,47,68,51,10.14299382,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
253,13057,13057,5.96,60.179,3,2340,0.115,0.078779466,0.118333333,0.060223004,0.008333333,0.003870674,47,44,59,40,10.10227879,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,xyz,z
254,13058,13058,5.614,60.208,3,3120,0.083402778,0.046732563,0.1175,0.09255447,0.007569444,0.004382969,31,32,55,47,10.85044976,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,xyz,z
255,13196,13196,4.966,60.305,3,2340,0.037569444,0.020092698,0.029722222,0.01263637,0.003402778,0.005749089,86,70,51,32,10.16051572,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
256,13205,13205,4.714,61.068,4,2340,0.054861111,0.013945522,0.052847222,0.022199387,0.055763889,0.02174408,76,53,18,18,9.983734589,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
257,13209,13209,5.077,60.604,4,1560,0.157638889,0.07120895,0.032152778,0.022483863,0.023333333,0.024704007,15,22,56,40,9.767600092,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,z
258,13220,13220,5.936,58.975,2,2340,0.046597222,0.008025891,0.048263889,0.014457801,0.008333333,0.006147541,23,10,64,38,11.76483887,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
259,13221,13221,5.949,59.183,2,2340,0.072291667,0.050660182,0.053263889,0.024191536,0.002291667,0.005976776,53,39,70,41,10.55206146,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
260,13222,13222,5.953,59.211,2,3120,0.038888889,0.020263964,0.056736111,0.029826804,0.003194444,0.002333789,45,38,60,42,10.3812375,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
261,13225,13225,6.267,59.313,2,1560,0.060069444,0.028403894,0.059652778,0.024760733,0.029166667,0.028460838,31,11,38,14,10.83038278,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,yz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
262,13226,13226,6.322,59.3,2,3600,0.016527778,0.041666644,0.135,0.092952897,0.006111111,0.01326275,10,6,54,36,10.48208985,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,z,z
263,13227,13227,5.635,60.247,3,2340,0.205347222,0.113330948,0.141666667,0.10877719,0.027152778,0.02817623,50,34,55,42,10.01554305,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,z,z,z
264,13229,13229,5.673,60.231,3,1560,0.072986111,0.09118837,0.177777778,0.099897369,0.023055556,0.023394809,36,28,55,40,10.85103092,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,z
265,13231,13231,5.83,59.778,3,3120,0.060694444,0.0220855,0.068680556,0.025955931,0.008125,0.005862933,44,22,73,60,10.69511345,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
266,13234,13234,6.097,60.199,3,1560,0.024791667,0.0348929,0.125625,0.056921589,0.000972222,0.001821494,39,43,51,37,10.54891648,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,xyz,z
267,13235,13235,6.15,60.128,3,2145,0.070763889,0.03705577,0.118194444,0.051684705,0.007083333,0.013775046,52,50,56,41,11.04376165,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
268,13236,13236,5.564,61.068,4,5460,0.008125,0.006261297,0.052291667,0.018328714,0.00125,0.010416667,19,16,33,23,10.071838,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,yz,xyz,z,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
269,13242,13242,5.633,61.896,4,5460,0.011805556,0.013547337,0.058611111,0.024362368,0.0025,0.003699909,8,9,16,12,9.95654335,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
270,13243,13243,5.904,62.196,5,5460,0.014305556,0.014287319,0.027847222,0.015767086,0.006111111,0.002846084,13,12,24,24,9.736550297,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,xyz,xz,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
271,13246,13246,5.785,62.21,5,5460,0.023958333,0.011498071,0.011736111,0.0119534,0.026875,0.005749089,12,16,23,20,9.527877715,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
272,13249,13249,6.382,62.338,5,5460,0.002361111,0.000796881,0.018263889,0.01178246,0.006527778,0.009050546,10,5,38,33,9.965136129,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
273,13254,13254,7.594,63.06,6,585,0.053472222,0.015710078,0.050902778,0.011782375,0.034930556,0.008310565,39,33,70,39,9.221667646,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
274,13339,13339,5.342,59.747,3,1560,0.160347222,0.081340942,0.131319444,0.083219312,0.028472222,0.02379326,63,33,65,35,10.3457313,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,z,xyz,z
275,13340,13340,4.875,60.982,4,3500,0.094930556,0.046390901,0.047916667,0.019524004,0.009791667,0.007172131,76,52,33,31,9.706848643,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
276,13345,13345,5.638,60.235,3,2340,0.226388889,0.15203773,0.134791667,0.09636824,0.026666667,0.023394809,48,32,57,42,10.87409317,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,z,z,z
277,13503,13503,9.051,63.611,6,3120,0.019236111,0.049806375,0.015138889,0.026297422,0.003333333,0.017930328,30,40,26,41,9.07507505,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
278,13522,13522,12.814,66.299,8,1560,0.009097222,0.059710839,0.194444444,0.110997267,0.001180556,0.012295082,7,7,6,7,7.788815018,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
279,13541,13541,5.467,60.076,3,3120,0.038055556,0.025785365,0.088888889,0.037568177,0.002708333,0.004155282,47,42,61,43,10.20992928,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
280,13549,13549,5.248,61.82,4,2340,0.064097222,0.018727121,0.083125,0.037112932,0.053263889,0.027265483,42,20,2,2,9.636268844,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,xyz,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
281,13550,13550,5.295,61.846,4,3120,0.133611111,0.060450754,0.018611111,0.006318306,0.134166667,0.064776867,34,23,2,1,9.629844702,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
282,13554,13554,7.124,62.297,5,1170,0.010694444,0.014571948,0.048333333,0.032900556,0.005763889,0.008367486,4,4,14,14,10.12684274,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
283,13562,13562,5.527,59.877,3,4680,0.19375,0.039161875,0.105694444,0.044113797,0.02875,0.024020947,97,51,76,48,10.35264889,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,xyz,xyz,z
284,13563,13563,5.357,60.526,4,2340,0.031111111,0.020207173,0.093125,0.050147885,0.005347222,0.008595173,11,11,41,26,9.820407483,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
285,13566,13566,5.419,60.654,4,1560,0.033125,0.019296447,0.057777778,0.02242701,0.034166667,0.027436248,12,12,26,20,10.46402531,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
286,13567,13567,5.462,60.885,4,780,0.051180556,0.071379738,0.131805556,0.066655173,0.012569444,0.02242714,2,4,29,21,10.4300791,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,z,z
287,13570,13570,9.117,63.598,6,3120,0.015763889,0.031078972,0.045972222,0.025272854,0.005069444,0.005293716,44,46,36,48,9.228213203,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,xyz,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
288,13572,13572,9.147,63.534,6,5460,0.011944444,0.022142141,0.03625,0.023394439,0.001180556,0.003927596,42,50,41,49,9.041556526,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
289,13573,13573,9.165,63.38,6,2340,0.032916667,0.033583701,0.044652778,0.041268128,0.006458333,0.01223816,21,11,28,23,9.214637989,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,z,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
290,13581,13581,11.246,64.755,7,3900,0.016041667,0.009164365,0.024652778,0.010075115,0.004305556,0.007115209,52,14,8,9,7.959073827,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
291,13612,13612,5.332,62.01,4,3900,0.003888889,0.000398408,0.000138889,0.0001138,0.077361111,0.037682149,20,4,2,2,9.37718047,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
292,13629,13629,5.631,59.285,2,4680,0.171041667,0.037226686,0.020277778,0.009790332,0.0025,0.005464481,59,51,73,36,10.34642233,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,xyz,z
293,13643,13643,5.331,61.035,4,3900,0.01625,0.008025933,0.041805556,0.016564077,0.030625,0.023167122,20,19,26,24,10.02911829,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
294,13644,13644,5.385,60.553,4,3120,0.019791667,0.013091942,0.08,0.043715718,0.003680556,0.005635246,10,10,36,29,9.831146487,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
295,13652,13652,5.509,60.441,4,325,0.071875,0.041951275,0.091805556,0.038194401,0.030486111,0.035519126,8,4,27,20,9.585378511,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
296,13669,13669,7.101,62.646,5,4680,0.002152778,0.00313069,0.036319444,0.014571559,0.000694444,0.001536885,11,8,41,35,9.660771986,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,yz,xyz,xyz,z,xyz,z,z,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
297,13677,13677,9.123,63.332,6,780,0.000208333,0.010359745,0.056736111,0.056124446,0,0.003358379,3,4,31,32,9.676652226,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,xyz,xyz,xyz,z,z,xz,z,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
298,13699,13699,5.343,60.742,4,780,0.073541667,0.026411636,0.071041667,0.049009431,0.027361111,0.018158015,16,14,30,21,9.681232967,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
299,13704,13704,5.404,60.712,4,2340,0.055763889,0.057263141,0.078333333,0.048326328,0.014583333,0.019979508,20,16,30,22,10.39171541,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,xyz,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
300,13706,13706,5.243,61.581,4,1560,0.011597222,0.031819195,0.079583333,0.044284974,0.00375,0.014970401,4,6,19,13,9.874614674,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
301,13708,13708,5.31,61.565,4,1560,0.002569444,0.004781377,0.09375,0.056352393,0.002152778,0.006204463,5,5,17,11,10.00527968,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,yz,xyz,z,z,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
302,13711,13711,5.376,61.479,4,1560,0.003263889,0.007456631,0.034930556,0.019694745,0.001597222,0.004098361,13,14,21,22,9.982695159,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,z,z,z,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
303,13727,13727,9.157,63.655,6,3120,0.052916667,0.04223536,0.032986111,0.037624942,0.010763889,0.013775046,75,73,48,53,9.154706345,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
304,13748,13748,11.266,64.599,7,3120,0.036527778,0.021630216,0.134166667,0.054416992,0.020625,0.019182605,18,5,19,14,8.755067732,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,xz,xyz,xyz,xyz,z,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,z,z
305,13831,13831,5.381,60.518,4,2340,0.059791667,0.025102458,0.083402778,0.043089556,0.005069444,0.005293716,10,10,47,30,9.783528593,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
306,13837,13837,5.208,61.903,4,3900,0.065416667,0.030680784,0.013472222,0.005065919,0.006319444,0.002333789,10,9,21,13,9.546854631,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
307,13838,13838,5.285,61.356,4,1560,0.000208333,0.000113843,0.042638889,0.020377828,0.005138889,0.008424408,2,1,32,21,10.00691607,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
308,13841,13841,5.291,61.91,4,5460,0.117152778,0.034779145,0.034236111,0.009961206,0.025763889,0.005350638,9,9,17,11,9.632228509,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,xyz,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
309,13845,13845,5.327,62.141,5,5460,0.001527778,0.00563518,0.004583333,0.006773416,0.000416667,0.005521403,10,6,32,24,9.706878182,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,xz,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
